Unnamed: 0,image_name,speaker,japanese_text,romaji,translation,translation_notes,ocr_confidence,translation_confidence,sentence_count,joined_japanese_text,text_length
44,buka_20250111_203943.png,buka,"['お、お前、本当に...', 'とってきてくれたのか...！', 'くーっ、ありがてえ...']","['o, omae, hontō ni...', 'totte kite kureta no ka...!', 'kū-, arigatē...']","['Y-you, really...', 'You brought it for me...!', 'Ugh, thank you...']","The speaker appears to be expressing surprised gratitude in a somewhat informal/rough speaking style, as indicated by contractions like ありがてえ (arigatē) instead of ありがとう (arigatou). The ellipses and exclamation mark suggest emotional delivery.",1,1,3,お、お前、本当に…とってきてくれたのか…！くーっ、ありがてえ…,31
22,buka_20250111_185425.png,buka,"['わっ！！', 'しーーーーーッ！！', 'ち、ちいさな声でしゃべれっつうの...']","['Wa!!', 'Shīīīīī!!', 'Chi, chiisana koe de shaberettsuu no...']","['Wah!!', 'Shhhhh!!', 'H-hey, speak in a quieter voice...']",The text appears to be from a dialogue where someone is telling another person to be quiet or lower their voice. The stuttering in the third line (ち、) and elongated sounds (しーーーーーッ) convey emotion and emphasis.,1,1,3,わっ！！しーーーーーッ！！ち、ちいさな声でしゃべれっつうの…,30
34,buka_20250111_191932.png,buka,['こんなぬるいレースばかりじゃ、オーディエンスもかわいそうさ'],"['Konna nurui rēsu bakari ja, ōdiensu mo kawaisō sa']","['With such lukewarm races like this, I feel sorry for the audience']",The speaker is expressing disappointment about the low intensity/excitement level of races and showing sympathy for the audience who has to watch them. 'Nurui' (lukewarm/half-hearted) is used to indicate lack of excitement or intensity.,1,0.9,1,こんなぬるいレースばかりじゃ、オーディエンスもかわいそうさ,29
26,buka_20250111_185443.png,buka,"['だからよ...', 'チョウをとってきて、', '俺にゆずってくれねぇか...?']","['dakara yo...', 'chou wo totte kite,', 'ore ni yuzutte kurenee ka...?']","['So then...', 'Could you catch a butterfly,', 'and give it to me...?']",The speaker is using casual/masculine speech pattern with 'ore' and the contracted negative form 'kurenee'. The '...' indicates hesitation or a pleading tone in the request.,1,1,3,だからよ…チョウをとってきて、俺にゆずってくれねぇか…？,28
31,buka_20250111_191916.png,buka,"['ねーねー、', 'もっと歯ごたえのあるレーサーは', 'いないのか〜い？']","['nee nee,', 'motto hagotae no aru reesaa wa', 'inai no ka~i?']","['Hey hey,', ""Aren't there any racers with more bite/challenge?"", 'Are there none?']","The speaker is asking for more challenging/tough racers using 歯ごたえ (hagotae) which literally means 'tooth response' or firmness/texture when biting, but is used metaphorically here to mean 'challenging' or 'tough'.",1,1,3,ねーねー、もっと歯ごたえのあるレーサーはいないのか〜い？,28
32,buka_20250111_191921.png,buka,"['君たちのレースはガムシャラなだけで', 'ちっとも美しくないね～']","['kimitachi no rēsu wa gamushara na dake de', 'chittomo utsukushikunai ne~']","['Your racing is just reckless', ""It's not beautiful at all~""]","The speaker is criticizing someone's racing style, saying it lacks elegance and is just mindlessly aggressive. The '～' at the end indicates a drawn-out, casual tone.",1,1,2,君たちのレースはガムシャラなだけでちっとも美しくないね～,28
51,buka_20250111_210321.png,buka,['これはダンシャーリ様考案の無駄ゼロパーフェクトスーツ！'],['Kore wa Danshāri-sama kōan no muda zero pāfekuto sūtsu!'],['This is the Zero-Waste Perfect Suit designed by Danshari-sama!'],ダンシャーリ (Danshari) appears to be a character name followed by the honorific -sama. The term 無駄ゼロ (muda zero) literally means 'zero waste' or 'no waste'.,1,1,1,これはダンシャーリ様考案の無駄ゼロパーフェクトスーツ！,27
9,buka_20250109_213413.png,buka,"['ダンシャーリ様、', 'あたら新しいプラントの準備が整いました']","['Danshari-sama,', 'atara shii puranto no junbi ga totonoimashita']","['Mr./Ms. Danshari,', 'The preparations for the new plant are now complete']",This appears to be a dialogue box from a game or application where someone is informing 'Danshari' (possibly a title or name) about plant/facility preparations being completed. The word プラント (puranto) is a loan word from English 'plant' likely referring to a facility or installation.,1,1,2,ダンシャーリ様、あたら新しいプラントの準備が整いました,27
40,buka_20250111_203932.png,buka,"['んんん…！', 'チョウのニオイがする…', 'そ、それはもしかして…']","['nnn...!', 'chou no nioi ga suru...', 'so, sore wa moshikashite...']","['Hmmm...!', 'I smell a butterfly...', 'C-Could it be...']","This appears to be dialogue from a game or visual novel. The speaker seems to be detecting/sensing something with hesitation or anticipation, specifically the scent of a butterfly.",1,1,3,んんん…！チョウのニオイがする…そ、それはもしかして…,27
29,buka_20250111_185454.png,buka,"['思にきるぜ...', 'くれぐれも、誰にも見つかるなよ...', '頼んだぜ...']","['omoi ni kiru ze...', 'kuregure mo, dare ni mo mitsukaru na yo...', 'tanonda ze...']","[""I've made up my mind..."", 'Make absolutely sure that no one finds you...', ""I'm counting on you...""]",The text appears to be from a dialogue in what seems to be a video game or visual novel. The speaker is using casual/masculine speech patterns (indicated by ぜ/ze) and expressing caution or secrecy.,1,0.9,3,思にきるぜ…くれぐれも、誰にも見つかるなよ…頼んだぜ…,27
33,buka_20250111_191924.png,buka,"['もっと合理的に走らないと', 'ボクには勝てないと思うよ～']","['motto gouriteki ni hashiranai to', 'boku ni wa katenai to omou yo~']","[""If you don't run more rationally"", ""I don't think you can beat me~""]","This appears to be dialogue from a game or visual novel where someone is giving advice about running strategy/technique. The speaker uses ボク (boku) as their first-person pronoun, which is typically a masculine way of referring to oneself. The tone is casual and slightly playful as indicated by the よ～ ending.",1,1,2,もっと合理的に走らないとボクには勝てないと思うよ～,25
23,buka_20250111_185431.png,buka,"['や、やっぱりな...', 'チョウのニオイがすると思ったよ...']","['ya, yappari na...', 'chou no nioi ga suru to omotta yo...']","['Ah, just as I thought...', 'I thought I smelled a butterfly...']",The speaker is using a hesitant tone in the first part (indicated by the stuttering 'や'). The expression 'やっぱり' (yappari) indicates confirmation of a previous suspicion.,1,1,2,や、やっぱりな…チョウのニオイがすると思ったよ…,24
21,buka_20250111_185420.png,buka,['お、お前、もしかして…チョウを持ってたりする…？'],"['O, omae, moshikashite... chou wo mottetarisuru...?']","['Oh, you... could it be... that you have a butterfly...?']","The speaker appears hesitant or nervous, as indicated by the stuttering 'お、お前' (o, omae) at the beginning and the use of ellipses. The question is asked in a somewhat indirect/tentative way using ～たりする pattern.",1,1,1,お、お前、もしかして…チョウを持ってたりする…？,24
35,buka_20250111_191935.png,buka,['このレース場も『無駄』ということで いいのかなー？'],"[""Kono rēsu-ba mo 'muda' to iu koto de ii no ka nā?""]","[""Is it okay to say this race track is also 'useless'?""]",The speaker is questioning whether it's appropriate to consider/label the race track as 'muda' (useless/wasteful). The なー (nā) at the end indicates uncertainty or seeking confirmation.,1,1,1,このレース場も『無駄』ということでいいのかなー？,24
36,buka_20250111_193125.png,buka,['このボクが負けるなんて子どもだからと油断したねー'],['Kono boku ga makeru nante kodomo dakara to yudan shita nee'],"[""To think that I would lose - I guess I underestimated you because you're a child""]","The speaker is expressing surprise at their loss and admits they let their guard down because they were facing a child. The tone is somewhat casual/reflective, indicated by the elongated ねー (nee) at the end.",1,1,1,このボクが負けるなんて子どもだからと油断したねー,24
20,buka_20250111_185415.png,buka,"['しーーーーーっ！！', 'し、静かにしゃべれ...頼むから...']","['shīīīīī!!', 'shi, shizuka ni shabere... tanomu kara...']","['Shhhhh!!', ""P-please speak quietly... I'm begging you...""]",The first line uses extended vowels (ー) to emphasize the shushing sound. The second line shows hesitation with し、 and uses casual/pleading language with たのむから,1,1,2,しーーーーーっ！！し、静かにしゃべれ…頼むから…,24
63,buka_20250111_213006.png,buka,['勝てる者が現れたら、どうするおつもりですか？'],"['Kateru mono ga arawaretara, dou suru otsumori desu ka?']","['If someone who can win appears, what do you intend to do?']",This appears to be dialogue from a game or visual novel. The speaker is asking about someone's intentions regarding a potential challenger or victor.,1,1,1,勝てる者が現れたら、どうするおつもりですか？,22
58,buka_20250111_210424.png,buka,"['な、なんだお前たち！', 'コソコソとあやしいぞ！']","['Na, nanda omae tachi!', 'Kosokoso to ayashii zo!']","[""H-hey, what's with you guys!"", ""You're acting suspiciously sneaky!""]","The speaker uses rough/masculine speech patterns (お前, ぞ). The stuttering 'な、' suggests surprise or alarm. コソコソ is an onomatopoeia for sneaking or being furtive.",1,1,2,な、なんだお前たち！コソコソとあやしいぞ！,21
64,buka_20250111_213041.png,buka,"['さすがダンシャーリ様！', 'レース、楽しみだなぁ']","['sasuga danshāri sama!', 'rēsu, tanoshimi da nā']","['As expected of Danchari-sama!', 'Looking forward to the race!']","The speaker is expressing admiration for someone called Danchari (ダンシャーリ) using the respectful honorific -sama (様), and then expressing excitement about an upcoming race. The なぁ (nā) at the end adds a casual, conversational tone.",1,1,2,さすがダンシャーリ様！レース、楽しみだなぁ,21
66,buka_20250111_220729.png,buka,"['はっ！', '俺はこんなところで何をしてたんだ？']","['Ha!', 'Ore wa konna tokoro de nani wo shitetanda?']","['Ha!', 'What was I doing in a place like this?']",The speaker uses 俺 (ore) which is a masculine way of saying 'I'. The tone suggests sudden realization or coming to one's senses.,1,1,2,はっ！俺はこんなところで何をしてたんだ？,20
59,buka_20250111_210435.png,buka,"['あやしいやつだな！', 'ここにはなにもないぞ']","['ayashii yatsu da na!', 'koko ni wa nani mo nai zo']","['Suspicious fellow!', ""There's nothing here!""]",The sentences use casual/rough speaking style with masculine sentence endings 'な' (na) and 'ぞ' (zo). The speaker appears to be expressing suspicion about something or someone.,1,1,2,あやしいやつだな！ここにはなにもないぞ,19
53,buka_20250111_210330.png,buka,"['甘いな子ども', '体温調整もパーフェクトだ']","['Amai na kodomo', 'Taion chousei mo pāfekuto da']","['What a naive child', 'The body temperature regulation is also perfect']","This appears to be dialogue from a game or visual novel. The speaker seems to be making observations about someone, with a slightly condescending tone in the first line ('amai' suggesting naivety) followed by a technical observation about body temperature regulation.",1,1,2,甘いな子ども体温調整もパーフェクトだ,18
11,buka_20250110_200758.png,buka,"['ダンシャーリ様！', 'お時間にございます']","['Danshāri-sama!', 'O-jikan ni gozaimasu']","['Sir/Lady Danchaari!', 'It is time']",This appears to be a dialogue box from a game where someone is formally addressing a character called 'Danchaari' (ダンシャーリ) with the respectful honorific -sama (様). The second line is a polite way of indicating that it's time for something.,1,0.9,2,ダンシャーリ様！お時間にございます,17
61,buka_20250111_212420.png,buka,['無駄にウロウロするんじゃない！'],['Muda ni urouro surun janai!'],"[""Don't wander around aimlessly!""]",This is a scolding/commanding statement. 'Urouro' is an onomatopoeia that describes wandering or loitering without purpose. The tone is somewhat stern.,1,1,1,無駄にウロウロするんじゃない！,15
56,buka_20250111_210345.png,buka,"['ご苦労!', '確かに受け取った']","['Gokurō!', 'Tashika ni uketotta']","['Good work!', 'I have certainly received it']",This appears to be a dialog from a game/visual novel where someone is acknowledging receipt of something and thanking the other person for their effort. 'Gokurō' is a common Japanese phrase used to show appreciation for someone's hard work.,1,1,2,ご苦労！確かに受け取った,12
54,buka_20250111_210338.png,buka,"['お、そうかそうか', '確説する']","['o, souka souka', 'kakusetsu suru']","['Oh, I see I see', ""I'll confirm/verify""]",This appears to be dialogue from a visual novel or game. The speaker is acknowledging understanding and stating they will verify something. The word 確説 (kakusetsu) is less common than the more standard 確認 (kakunin) for confirmation/verification.,1,0.9,2,お、そうかそうか確説する,12
10,buka_20250109_213422.png,buka,['はっ！ダンシャーリ様！'],['Ha! Danshaari-sama!'],['Ah! Lord/Lady Danshaari!'],The suffix -様 (sama) is a very respectful honorific. The speaker appears to be addressing someone of high status or importance named Danshaari. The はっ！ (ha!) is an exclamation indicating surprise or attention.,1,1,1,はっ！ダンシャーリ様！,11
67,buka_20250111_220737.png,buka,"['ここはだれ？', '俺はどこ？']","['Koko wa dare?', 'Ore wa doko?']","['Who is this?', 'Where am I?']",These appear to be questions asked by someone who seems confused or disoriented about their location and identity/someone else's identity,1,1,2,ここはだれ？俺はどこ？,11
50,buka_20250111_210319.png,buka,['全身タイツじゃないわ！'],['Zenshin taitsu janai wa!'],"[""It's not a full body suit!""]",This appears to be dialogue from a game or visual novel. The speaker is using feminine speech pattern (わ/wa) and seems to be objecting to someone's assumption about their clothing.,1,1,1,全身タイツじゃないわ！,11
62,buka_20250111_212700.png,buka,['ギャハハハハハハハ！'],['gyahahahahahahaha!'],['GYAHAHAHAHAHAHA!'],"This is an onomatopoeia representing loud, boisterous laughter in Japanese, similar to 'HAHAHAHAHA' in English but with a more exaggerated or wild feeling",1,1,1,ギャハハハハハハハ！,10
69,buka_20250111_223034.png,buka,"['いかがしましたか?', '']","['ikaga shimashita ka?', '']","['How was it?', 'How did it go?']",This is a polite way to ask how something went or how someone found something. The context appears to be from a game dialogue box.,1,1,2,いかがしましたか？,9
19,buka_20250111_185410.png,buka,['んんんんーっ！！'],['Nnnnn~っ!!'],['Nnnnn~!!'],This is an interjection or sound effect expressing some kind of emotion or reaction. The extended ん (n) sound followed by ーっ suggests a drawn-out humming or groaning sound.,1,1,1,んんんんーっ！！,8
57,buka_20250111_210419.png,buka,['わぁっ!!'],['Waa!!'],['Waaah!!'],An exclamation expressing surprise or amazement,1,1,1,わぁっ！！,5
18,buka_20250111_185409.png,buka,['んんん...?'],['nnn...?'],['Hmm...?'],"This is a questioning or puzzled sound effect common in Japanese media, expressing confusion or uncertainty",1,1,1,んんん…？,5
65,buka_20250111_220725.png,buka,['いてって...'],['Itette...'],['Ouch...'],"This is a common Japanese expression of pain or discomfort, often used as an interjection. The trailing dots (ellipsis) emphasize the pained feeling.",1,1,1,いてって…,5
12,buka_20250110_200824.png,buka,['はっ！！'],['ha!!'],['Ha!!'],"This is an exclamation of surprise or realization in Japanese, often used when someone is startled or suddenly notices something",1,1,1,はっ！！,4
49,buka_20250111_210313.png,buka,['誰だお前'],['dare da omae'],['Who are you?'],This is a casual/rough way of asking someone's identity in Japanese. お前 (omae) is an informal/rough way to say 'you'.,1,1,1,誰だお前,4
115,chanp_20250110_200224.png,chanp,"['小さく集まってるのは『1株』、', 'カサがぴろ〜んとしてるのは『1枚』、', '太くてカサが厚いのは『1本』なんだ']","[""chiisaku atsumatteiru no wa '1 kabu'"", ""kasa ga piro~n to shiteiru no wa '1 mai'"", ""futokute kasa ga atsui no wa '1 hon' nanda""]","[""When they're small and clustered together, it's counted as '1 kabu (plant/stock)'"", ""When the umbrella part is spread out flat, it's counted as '1 mai (sheet)'"", ""When it's thick and has a dense cap, it's counted as '1 hon (cylindrical object)'""]","This appears to be explaining different Japanese counting words (counters) used for mushrooms depending on their shape and appearance. The text uses kabu (株), mai (枚), and hon (本) as different counters for mushrooms in different forms.",1,1,3,小さく集まってるのは『1株』、カサがぴろ〜んとしてるのは『1枚』、太くてカサが厚いのは『1本』なんだ,50
119,chanp_20250110_200235.png,chanp,"['いいか、まったけを3本だぞ！', 'しアな山菜で見つけにくいけど', 'あのかぐわしい香りが頼りになるかもな']","['Iika, mattake wo sanbon dazo!', 'Shiarna sansai de mitsuke nikui kedo', 'Ano kaguwashii kaori ga tayori ni naru kamo na']","['Listen, we need three matsutake mushrooms!', ""They're rare mountain vegetables that are hard to find"", 'But that fragrant smell might help us locate them']","This appears to be game dialogue about finding matsutake mushrooms (まったけ/mattake), which are expensive and prized mushrooms in Japanese cuisine. The speaker is giving instructions about foraging for them in the mountains, noting that while they're hard to find, their distinctive aroma can help locate them.",1,1,3,いいか、まったけを3本だぞ！しアな山菜で見つけにくいけどあのかぐわしい香りが頼りになるかもな,46
133,chanp_20250111_163716.png,chanp,"['よし、山菜を200個採ってくるんだ！', '...お前にこのチャンプの記録が破れるか楽しみにしているぜ！']","['Yoshi, sansai wo nihyako totte kurunda!', '...Omae ni kono chanpu no kiroku ga yabureru ka tanoshimi ni shiteiru ze!']","['Alright, go collect 200 wild mountain vegetables!', ""...I'm looking forward to seeing if you can break this champ's record!""]",This appears to be dialogue from a game where there's a challenge to collect mountain vegetables/herbs (sansai). The speaker is using casual/masculine speech patterns with endings like んだ (nda) and ぜ (ze).,1,1,2,よし、山菜を200個採ってくるんだ！…お前にこのチャンプの記録が破れるか楽しみにしているぜ！,46
110,chanp_20250109_231436.png,chanp,"['いいか、全部で9種類だぞ！', '...お？ その犬シロっていうのか？', 'そいつの鼻が活躍するかもしれないぜ']","['Iika, zenbu de 9 shurui dazo!', '...O? Sono inu Shiro tte iu no ka?', 'Soitsu no hana ga katsuyaku suru kamoshirenai ze']","['Listen up, there are 9 types in total!', 'Oh? Is that dog called Shiro?', ""That one's nose might come in handy""]",The speaker seems to be talking about a dog named Shiro (meaning 'white' in Japanese) and suggesting its nose/sense of smell might be useful. The tone is casual/informal as indicated by sentence endings like だぞ (dazo) and ぜ (ze).,1,1,3,いいか、全部で9種類だぞ！…お？その犬シロっていうのか？そいつの鼻が活躍するかもしれないぜ,45
125,chanp_20250111_002138.png,chanp,"['えぇ!? 本当かしんのすけ!', 'まったけを3本も見つけるなんて', 'この村じゃオイラくらいなもんだぜ']","['Ee!? Hontou ka shin no suke!', 'Mattake wo sanbon mo mitsukeru nante', 'Kono mura ja oira kurai na mon da ze']","['Eh!? Really?!', 'Finding three matsutake mushrooms', ""In this village, I'm probably the only one who could do that""]","The conversation appears to be about finding matsutake mushrooms, which are rare and expensive mushrooms in Japan. 'Oira' is a casual/rural way of saying 'I/me'.",1,0.9,3,えぇ！？本当かしんのすけ！まったけを3本も見つけるなんてこの村じゃオイラくらいなもんだぜ,44
108,chanp_20250109_231433.png,chanp,"['そこでだ！しんのすけ', '今回は、村で見つかるすべての山菜...', '9種類の山菜を採ってくるんだ！']","['Soko de da! Shin no suke', 'Konkai wa, mura de mitsukaru subete no sansai...', 'Kyuu shurui no sansai wo totte kurunda!']","['So there! Shin no suke', 'This time, all the wild vegetables that can be found in the village...', 'Go gather 9 types of wild vegetables!']","This appears to be game dialogue/instructions asking someone to collect wild vegetables (sansai) from a village. The text has a casual, directive tone typical of Japanese video games.",1,1,3,そこでだ！しんのすけ今回は、村で見つかるすべての山菜…9種類の山菜を採ってくるんだ！,42
104,chanp_20250109_225413.png,chanp,"['でも、これはまだ序の口だからな', '次はもう少し難しいのを用意しておくぜ', 'また来いよ！']","['demo, kore wa mada jo no kuchi dakara na', 'tsugi wa mou sukoshi muzukashii no wo youi shite oku ze', 'mata koi yo!']","['But this is just the beginning', ""I'll prepare something a bit more difficult for next time"", 'Come back again!']","The speaker is using casual/masculine speech pattern with phrases like だからな (dakara na), おくぜ (oku ze), and 来いよ (koi yo). The tone suggests a friendly challenge or encouragement.",1,1,3,でも、これはまだ序の口だからな次はもう少し難しいのを用意しておくぜまた来いよ！,39
